year,scenario,project_id,project_name,calc_group,chain,emissions_mtco2e,start_year,lifespan_years,lifespan_source,start_was_placeholder,canada_only
2047,inventory_as_reported,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.43936,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2048,inventory_as_reported,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.43936,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2049,inventory_as_reported,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.43936,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2050,inventory_as_reported,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.43936,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2051,inventory_as_reported,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.43936,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2052,inventory_as_reported,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.43936,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2053,inventory_as_reported,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.43936,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2054,inventory_as_reported,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.43936,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2055,inventory_as_reported,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.43936,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2056,inventory_as_reported,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.43936,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2057,inventory_as_reported,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.43936,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2058,inventory_as_reported,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.43936,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2059,inventory_as_reported,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.43936,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2060,inventory_as_reported,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.43936,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2061,inventory_as_reported,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.43936,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2062,inventory_as_reported,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.43936,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2063,inventory_as_reported,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.43936,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2035,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,21.12,2030,40,Parameters:lifecycle_years_default,True,False
2036,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,36.96,2030,40,Parameters:lifecycle_years_default,True,False
2037,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2038,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2039,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2040,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2041,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2042,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2043,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2044,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2045,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2046,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2047,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2048,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2049,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2050,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2051,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2052,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2053,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2054,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2055,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2056,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2057,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2058,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2059,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2060,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2061,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2062,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2063,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2064,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2065,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2066,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2067,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2068,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2069,inventory_as_reported,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.2992,2030,40,Parameters:lifecycle_years_default,True,False
2035,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,3.8016,2030,30,Asset Register:project_life_years,True,False
2036,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,6.652799999999999,2030,30,Asset Register:project_life_years,True,False
2037,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2038,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2039,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2040,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2041,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2042,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2043,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2044,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2045,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2046,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2047,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2048,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2049,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2050,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2051,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2052,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2053,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2054,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2055,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2056,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2057,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
2058,inventory_as_reported,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,7.973856,2030,30,Asset Register:project_life_years,True,False
