year,scenario,project_id,project_name,calc_group,chain,emissions_mtco2e,start_year,lifespan_years,lifespan_source,start_was_placeholder,canada_only
2062,inventory_as_reported,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.0656,2030,40,Parameters:lifecycle_years_default,True,False
2063,inventory_as_reported,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.0656,2030,40,Parameters:lifecycle_years_default,True,False
2064,inventory_as_reported,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.0656,2030,40,Parameters:lifecycle_years_default,True,False
2065,inventory_as_reported,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.0656,2030,40,Parameters:lifecycle_years_default,True,False
2066,inventory_as_reported,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.0656,2030,40,Parameters:lifecycle_years_default,True,False
2067,inventory_as_reported,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.0656,2030,40,Parameters:lifecycle_years_default,True,False
2068,inventory_as_reported,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.0656,2030,40,Parameters:lifecycle_years_default,True,False
2069,inventory_as_reported,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.0656,2030,40,Parameters:lifecycle_years_default,True,False
2035,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,16.896,2030,40,Parameters:lifecycle_years_default,True,False
2036,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,29.568,2030,40,Parameters:lifecycle_years_default,True,False
2037,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2038,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2039,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2040,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2041,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2042,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2043,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2044,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2045,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2046,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2047,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2048,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2049,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2050,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2051,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2052,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2053,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2054,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2055,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2056,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2057,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2058,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2059,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2060,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2061,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2062,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2063,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2064,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2065,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2066,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2067,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2068,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2069,inventory_as_reported,kanata_lng,Kanata LNG,proposed,export,35.43936,2030,40,Parameters:lifecycle_years_default,True,False
2025,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,12.425,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2026,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,29.82,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2027,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2028,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2029,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2030,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2031,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2032,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2033,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2034,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2035,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2036,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2037,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2038,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2039,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2040,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2041,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2042,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2043,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2044,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2045,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2046,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2047,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2048,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2049,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2050,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2051,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2052,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2053,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2054,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2055,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2056,measurement_central,lng_canada_phase_1,LNG Canada Terminal,operating,export,42.245,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2028,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,4.686,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2029,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,8.2005,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2030,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2031,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2032,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2033,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2034,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2035,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2036,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2037,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2038,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2039,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2040,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2041,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2042,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2043,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2044,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2045,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2046,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2047,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2048,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2049,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2050,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2051,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2052,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2053,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2054,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2055,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2056,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2057,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2058,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2059,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2060,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2061,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2062,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2063,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2064,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2065,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2066,measurement_central,cedar_lng,Cedar FLNG Terminal,under_construction,export,9.828885,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2028,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,2.982,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2029,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,5.2185,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2030,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2031,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2032,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2033,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2034,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2035,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2036,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2037,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2038,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2039,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2040,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2041,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2042,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2043,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2044,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2045,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2046,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2047,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2048,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2049,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2050,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2051,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2052,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2053,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2054,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2055,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2056,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2057,measurement_central,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.254745,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2035,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,19.88,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2036,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,34.79,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2037,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,41.6983,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2038,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,41.6983,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2039,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,41.6983,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2040,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,41.6983,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2041,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,41.6983,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2042,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,41.6983,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2043,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,41.6983,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2044,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,41.6983,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2045,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,41.6983,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2046,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,41.6983,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
